ID,Yield (Ton./Ha.),District,Year,Is_Synthetic,Germination_Rainfall_Total,Germination_Rainy_Weeks,Germination_Max_Weekly_Rain,Germination_Mean_Temp,Germination_Heat_Stress_Weeks,Germination_Night_Stress_Weeks,Germination_Mean_Humidity,Germination_Mean_Solar,Vegetative_Rainfall_Total,Vegetative_Rainy_Weeks,Vegetative_Max_Weekly_Rain,Vegetative_Mean_Temp,Vegetative_Heat_Stress_Weeks,Vegetative_Night_Stress_Weeks,Vegetative_Mean_Humidity,Vegetative_Mean_Solar,Reproductive_Rainfall_Total,Reproductive_Rainy_Weeks,Reproductive_Max_Weekly_Rain,Reproductive_Mean_Temp,Reproductive_Heat_Stress_Weeks,Reproductive_Night_Stress_Weeks,Reproductive_Mean_Humidity,Reproductive_Mean_Solar,Ripening_Rainfall_Total,Ripening_Rainy_Weeks,Ripening_Max_Weekly_Rain,Ripening_Mean_Temp,Ripening_Heat_Stress_Weeks,Ripening_Night_Stress_Weeks,Ripening_Mean_Humidity,Ripening_Mean_Solar,Germination_Rain_x_Temp,Germination_Heat_x_Humidity,Vegetative_Rain_x_Temp,Vegetative_Heat_x_Humidity,Reproductive_Rain_x_Temp,Reproductive_Heat_x_Humidity,Ripening_Rain_x_Temp,Ripening_Heat_x_Humidity
50,2.35,Tapi,2021,1,53.19957638819409,1.0,49.88887313656828,30.099886792779934,2.0,1.0,74.25838054593314,212.6285714,0.0,0.0,0.0,27.219081999999997,0.0,0.0,60.46351200000001,242.9629807576923,0.0,0.0,0.0,27.219081999999997,0.0,0.0,60.46351200000001,242.9629807576923,0.0,0.0,0.0,27.219081999999997,0.0,0.0,60.46351200000001,242.9629807576923,1601.3012267084905,148.51676109186627,0.0,0.0,0.0,0.0,0.0,0.0
51,3.21,Bharuch,2015,1,0.0,0.0,0.0,31.836210339543477,2.0,2.0,65.8285263530151,246.10714285,0.0,0.0,0.0,27.451663999999997,0.0,0.0,51.16148399999999,254.10693681153847,0.0,0.0,0.0,27.451663999999997,0.0,0.0,51.16148399999999,254.10693681153847,0.0,0.0,0.0,27.451663999999997,0.0,0.0,51.16148399999999,254.10693681153847,0.0,131.6570527060302,0.0,0.0,0.0,0.0,0.0,0.0
52,2.79,Surat,2022,1,3.0181758750000003,0.0,2.347470125,30.592581605960405,2.0,2.0,69.40176155950518,291.5714286,0.0,0.0,0.0,27.350934999999996,0.0,0.0,53.05612,251.66614011538462,0.0,0.0,0.0,27.350934999999996,0.0,0.0,53.05612,251.66614011538462,0.0,0.0,0.0,27.350934999999996,0.0,0.0,53.05612,251.66614011538462,92.33379175707846,138.80352311901035,0.0,0.0,0.0,0.0,0.0,0.0
53,2.32,Valsad,2019,1,0.0,0.0,0.0,30.33435393794689,1.0,2.0,76.40184679101297,287.8857143,1119.679466042326,7.0,593.1270130426489,28.331247028172946,1.0,4.0,85.85988347090272,161.92040816285711,1081.552172604711,6.0,470.6786294215586,27.041098926116632,0.0,5.0,89.24395164158307,128.7928571316667,515.3257613529629,7.0,230.65140485889577,27.695967296274468,2.0,4.0,82.03111403401961,172.1750000175,0.0,76.40184679101297,31721.915544817923,85.85988347090272,29246.35929316036,0.0,14272.445433359402,164.06222806803922
54,2.94,Tapi,2021,1,43.36774321669343,1.0,40.66889224398074,30.117856367132475,2.0,1.0,74.943588727876,212.6285714,405.19990121348314,7.0,176.82127062600324,28.711626867287034,1.0,3.0,81.33713817359258,160.21836734285716,475.18389885072236,6.0,178.68254715890853,27.459486033248453,0.0,2.0,84.80223938697294,141.97857143333334,525.7175567191011,5.0,240.7561195313002,27.588944374404374,4.0,1.0,75.62153237590778,178.055357125,1306.1434611670563,149.887177455752,11633.948370303095,81.33713817359258,13048.305633715956,0.0,14503.992428971058,302.4861295036311
55,2.92,Valsad,2022,1,7.418661986203617,1.0,5.744020454329211,30.571112584037838,1.0,2.0,66.4272825173395,272.33571429999995,0.0,0.0,0.0,27.343877999999997,0.0,0.0,53.72876000000001,250.4087912076923,0.0,0.0,0.0,27.343877999999997,0.0,0.0,53.72876000000001,250.4087912076923,0.0,0.0,0.0,27.343877999999997,0.0,0.0,53.72876000000001,250.4087912076923,226.79675080315252,66.4272825173395,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0,Narmada,2019,1,0.0,0.0,0.0,32.78643153973264,2.0,2.0,59.24501445303193,298.4642857,356.72252840052704,7.0,121.5103967536232,28.950930445172762,6.0,2.0,79.98680240008524,172.01020406571428,1080.3569366534916,6.0,557.3670471778656,26.56913162277156,0.0,0.0,89.78792369959085,114.82142857333332,369.8639349459816,7.0,102.08396968642953,26.969254883461993,0.0,0.0,80.34929126197427,165.85714286125,0.0,118.49002890606386,10327.449107949824,479.9208144005114,28704.145649520895,0.0,9974.954733758383,0.0
57,2.76,Navsari,2021,1,126.70391130298275,2.0,117.67317896389326,30.381359255145213,1.0,1.0,82.04228534786765,233.93571425,0.0,0.0,0.0,27.439909000000004,0.0,0.0,66.90097999999999,247.99189561538464,0.0,0.0,0.0,27.439909000000004,0.0,0.0,66.90097999999999,247.99189561538464,0.0,0.0,0.0,27.439909000000004,0.0,0.0,66.90097999999999,247.99189561538464,3849.437048327973,82.04228534786765,0.0,0.0,0.0,0.0,0.0,0.0
58,0.79,Narmada,2017,1,26.989252156435803,2.0,14.03441112134662,31.04678207918397,2.0,1.0,70.18693356490002,226.8714286,723.7045287329368,7.0,193.34118817519467,27.83673594445367,3.0,0.0,85.47045796832627,155.71224489857144,343.40143016497774,6.0,164.58536678670126,27.304110602710022,0.0,0.0,85.11440876504868,164.5595238,77.82718894564944,3.0,26.20411027552131,28.327329826774566,7.0,0.0,69.73910931270298,213.5464285625,837.9294301810085,140.37386712980003,20145.571868144045,256.4113739049788,9376.270630353354,0.0,2204.6364507541152,488.17376518892087
59,1.03,Narmada,2022,1,3.3017947605539804,0.0,3.183873519105624,31.874282055282286,2.0,1.0,54.56917942323004,296.5142857,858.9383227098282,7.0,314.84971466711164,27.50384677489644,3.0,0.0,81.49196788652196,166.73061224285715,301.5246143834474,6.0,97.87463040213584,26.592746262939656,1.0,0.0,85.16880984425086,187.50952379999998,249.63926814617056,5.0,101.64811012848324,26.076693235940283,3.0,0.0,69.66854186029767,209.341071425,105.24233748655081,109.13835884646008,23624.108016897666,244.4759036595659,8018.367562329741,85.16880984425086,6509.766615092329,209.005625580893
60,0.85,Narmada,2018,1,0.94595678296416,0.0,0.851361104667744,32.04107609786444,2.0,2.0,61.81581431862588,281.91428575,703.5080594904458,7.0,285.9627354900656,27.536227379013404,2.0,1.0,82.51552588045055,145.80816326285714,252.66505672972716,6.0,100.74439738568304,26.20432698180564,0.0,0.0,84.30445275389317,145.35238096666666,37.93286699686281,2.0,31.500360872706523,27.54377403254293,6.0,0.0,65.55044545952944,225.68214285,30.309473268245686,123.63162863725177,19371.957889097404,165.0310517609011,6620.9177634222415,0.0,1044.8143169680948,393.30267275717665
61,2.35,Tapi,2021,1,66.90778113056528,1.0,62.74399217608804,30.17823981654523,2.0,1.0,74.43012040289051,212.6285714,0.0,0.0,0.0,27.289935999999994,0.0,0.0,60.603348,242.9629807576923,0.0,0.0,0.0,27.289935999999994,0.0,0.0,60.603348,242.9629807576923,0.0,0.0,0.0,27.289935999999994,0.0,0.0,60.603348,242.9629807576923,2019.1590645511187,148.86024080578102,0.0,0.0,0.0,0.0,0.0,0.0
62,2.94,Tapi,2021,1,43.67011513322633,1.0,40.95244702407705,29.988254341817054,2.0,1.0,75.50162390129495,212.6285714,408.02506714606744,7.0,178.0541174959872,28.58807607579837,1.0,3.0,81.94278016080659,160.21836734285716,478.4970125971108,6.0,179.928371364366,27.341323407042655,0.0,2.0,85.43368275879298,141.97857143333334,529.3830051235956,5.0,242.43473787479937,27.47022466794016,3.0,0.0,76.18461556487576,178.055357125,1309.5905197516252,151.0032478025899,11664.651660404514,81.94278016080659,13082.74157072137,0.0,14542.270086134486,228.55384669462728
63,2.15,Surat,2015,1,14.146432967032966,1.0,14.146432967032966,31.12872388150182,2.0,2.0,67.27229109558256,239.62142855,707.9279240502353,6.0,357.8037081161696,27.797320383858473,0.0,2.0,84.94525314077693,214.39591835714288,130.75345899529043,6.0,61.33489150706437,27.141150265252573,1.0,0.0,83.45548473441626,253.74047620000002,434.49758398744115,4.0,353.2566403767661,27.72479899480895,6.0,0.0,73.85227092711239,222.60535715,440.36040573894377,134.54458219116512,19678.49931350422,0.0,3548.799278292718,83.45548473441626,12046.358179781926,443.1136255626743
64,2.32,Valsad,2019,1,0.0,0.0,0.0,30.22450169028238,1.0,2.0,74.23586705695783,287.8857143,1079.9864002457873,7.0,572.1004333219162,28.228648793460252,1.0,4.0,83.42576995954991,161.92040816285711,1043.2107339594786,6.0,453.9928917856874,26.943172809001073,0.0,5.0,86.71390035667874,128.7928571316667,497.0572657947338,7.0,222.4747242402104,27.595669651400858,2.0,2.0,79.70554550364537,172.1750000175,0.0,74.23586705695783,30486.556794251726,83.42576995954991,28107.407081275076,0.0,13716.628104700025,159.41109100729074
65,2.92,Valsad,2022,1,6.406098235014273,0.0,4.960026398667936,30.541782341724378,1.0,2.0,66.53253256518539,272.33571429999995,0.0,0.0,0.0,27.317643999999994,0.0,0.0,53.81389000000001,250.4087912076923,0.0,0.0,0.0,27.317643999999994,0.0,0.0,53.81389000000001,250.4087912076923,0.0,0.0,0.0,27.317643999999994,0.0,0.0,53.81389000000001,250.4087912076923,195.65365795351062,66.53253256518539,0.0,0.0,0.0,0.0,0.0,0.0
66,0.85,Narmada,2018,1,0.6284151535317045,0.0,0.5655736381785341,32.11711333741495,2.0,2.0,57.588838544437166,281.91428575,467.35234968152866,7.0,189.96990091263427,27.60157408307354,2.0,1.0,76.87310035009543,145.80816326285714,167.8496875083183,6.0,66.92621385112653,26.266512929677365,0.0,0.0,78.53970010321798,145.35238096666666,25.199447656621352,1.0,20.92622461260576,27.6091386456989,6.0,0.0,61.06809498014375,225.68214285,20.18288070892677,115.17767708887433,12899.660502633204,153.74620070019085,4408.825987179548,0.0,695.7350441466912,366.4085698808625
67,2.39,Bharuch,2020,1,105.59496318472199,1.0,105.27922503577032,31.310237690988362,2.0,2.0,68.10914237259331,238.8357143,0.0,0.0,0.0,27.246336,0.0,0.0,57.71168999999998,250.561214296,0.0,0.0,0.0,27.246336,0.0,0.0,57.71168999999998,250.561214296,0.0,0.0,0.0,27.246336,0.0,0.0,57.71168999999998,250.561214296,3306.203396284811,136.21828474518662,0.0,0.0,0.0,0.0,0.0,0.0
68,0.79,Narmada,2017,1,28.595341051838204,2.0,14.869577346955866,31.06516248111881,2.0,1.0,70.17889005413409,226.8714286,766.7710724227452,7.0,204.84662498953185,27.853215925983097,3.0,0.0,85.46066294646224,155.71224489857144,363.8367212377523,6.0,174.37958888702786,27.320275257909106,0.0,0.0,85.10465454687069,164.5595238,82.45856528766436,3.0,27.76347658487564,28.344100251053284,7.0,0.0,69.73111712315898,213.5464285625,888.3189159783607,140.35778010826817,21357.040245988344,256.38198883938674,9940.119373150535,0.0,2337.213841071581,488.11781986211287
69,2.31,Navsari,2020,1,233.71406118493908,1.0,228.8952145625692,30.308554432580223,1.0,1.0,74.77197371480608,226.9,0.0,0.0,0.0,27.302777999999993,0.0,0.0,62.48914700000001,249.92292856800003,0.0,0.0,0.0,27.302777999999993,0.0,0.0,62.48914700000001,249.92292856800003,0.0,0.0,0.0,27.302777999999993,0.0,0.0,62.48914700000001,249.92292856800003,7083.535345083111,74.77197371480608,0.0,0.0,0.0,0.0,0.0,0.0
70,2.39,Bharuch,2020,1,83.69852866932912,1.0,83.44826276918575,31.229867005041086,2.0,2.0,67.52528673675454,238.8357143,0.0,0.0,0.0,27.176397000000005,0.0,0.0,57.21696499999999,250.561214296,0.0,0.0,0.0,27.176397000000005,0.0,0.0,57.21696499999999,250.561214296,0.0,0.0,0.0,27.176397000000005,0.0,0.0,57.21696499999999,250.561214296,2613.893918860767,135.05057347350908,0.0,0.0,0.0,0.0,0.0,0.0
71,3.2,Tapi,2018,1,25.894606334841637,1.0,21.44397087104073,31.458670085331207,2.0,1.0,72.37640593387329,265.57857145,1030.3221098699096,7.0,417.9551303733032,27.9628105032144,1.0,1.0,86.07137997264697,128.8755101942857,311.1398792420815,6.0,143.02723967760184,26.89273930545154,0.0,1.0,87.19161259418475,145.02380951666666,63.32040455316743,1.0,56.947903775452495,28.619491309265932,6.0,0.0,66.95838784482699,223.5267857,814.6098776773106,144.75281186774657,28810.70191556433,86.07137997264697,8367.40365998697,0.0,1812.1977678085782,401.75032706896195
72,0.54,Narmada,2016,1,0.0,0.0,0.0,33.17091439717538,2.0,2.0,54.18751658640959,302.8571429,283.719268996587,6.0,86.39801268941979,28.60381455050194,4.0,2.0,75.46049409545272,214.4408163285714,441.7594500409556,6.0,190.9100963549488,26.4412131761227,0.0,0.0,83.22088047977512,234.5,169.03074096245732,2.0,130.86907458020477,25.88945003692494,2.0,0.0,72.98095441004519,227.3696428625,0.0,108.37503317281919,8115.453354782349,301.84197638181087,11680.655791099633,0.0,4376.11292285194,145.96190882009037
73,2.57,Valsad,2021,1,88.16761740841045,2.0,82.65584392815,29.347967066536146,1.0,2.0,79.44244546268101,221.55,683.1313892751027,7.0,168.58156755484,28.279153491676137,0.0,6.0,83.71317876782697,173.37755101285714,694.5944701614278,6.0,253.83039088511683,27.261381633408664,0.0,3.0,85.2878886496904,160.5642857,565.6305231550589,5.0,219.00883457016533,27.53828295309284,3.0,2.0,77.17771572521332,184.46785715,2587.5403320369887,79.44244546268101,19318.37741229259,0.0,18935.60493152597,0.0,15576.493393549943,231.53314717563995
74,3.21,Bharuch,2015,1,0.0,0.0,0.0,31.850437769561758,2.0,2.0,63.72414616858535,246.10714285,0.0,0.0,0.0,27.463932,0.0,0.0,49.525974000000005,254.10693681153847,0.0,0.0,0.0,27.463932,0.0,0.0,49.525974000000005,254.10693681153847,0.0,0.0,0.0,27.463932,0.0,0.0,49.525974000000005,254.10693681153847,0.0,127.4482923371707,0.0,0.0,0.0,0.0,0.0,0.0
75,2.39,Bharuch,2020,1,90.16414430489974,1.0,89.89454565013399,31.26896352454091,2.0,2.0,67.56159914073478,238.8357143,0.0,0.0,0.0,27.210419,0.0,0.0,57.247733999999994,250.561214296,0.0,0.0,0.0,27.210419,0.0,0.0,57.247733999999994,250.561214296,0.0,0.0,0.0,27.210419,0.0,0.0,57.247733999999994,250.561214296,2819.339339491353,135.12319828146957,0.0,0.0,0.0,0.0,0.0,0.0
76,3.25,Tapi,2017,1,183.76046902522936,2.0,176.46922557339448,30.780191938777772,2.0,1.0,75.43288209994904,206.5357143,0.0,0.0,0.0,27.112693999999998,0.0,0.0,58.90616000000001,255.2741758346154,0.0,0.0,0.0,27.112693999999998,0.0,0.0,58.90616000000001,255.2741758346154,0.0,0.0,0.0,27.112693999999998,0.0,0.0,58.90616000000001,255.2741758346154,5656.182507356387,150.86576419989808,0.0,0.0,0.0,0.0,0.0,0.0
77,0.85,Narmada,2018,1,0.8464886871375605,0.0,0.7618398184238045,32.42665685305037,2.0,2.0,61.56604276969816,281.91428575,629.5336366242038,7.0,255.89353012168456,27.86759700328389,4.0,1.0,82.18211555597415,145.80816326285714,226.0971283344424,6.0,90.1510451801502,26.519668581317557,0.0,0.0,83.96381413288742,145.35238096666666,33.944196354216174,1.0,28.188073281680765,27.875234472875842,7.0,0.0,65.28558384643256,225.68214285,27.448798187798786,123.13208553939631,17543.589685455074,328.7284622238966,5996.020910617036,0.0,946.2024323671131,456.9990869250279
78,2.91,Navsari,2017,1,225.80106849056602,2.0,214.16850056603772,31.037771342329208,2.0,1.0,74.01097697647539,226.4357143,0.0,0.0,0.0,27.324268,0.0,0.0,58.51650600000001,257.33537088076923,0.0,0.0,0.0,27.324268,0.0,0.0,58.51650600000001,257.33537088076923,0.0,0.0,0.0,27.324268,0.0,0.0,58.51650600000001,257.33537088076923,7008.3619326638045,148.02195395295078,0.0,0.0,0.0,0.0,0.0,0.0
79,2.39,Bharuch,2020,1,116.41211885880296,1.0,116.06403647101216,31.21827089140071,2.0,2.0,69.06530960925326,238.8357143,0.0,0.0,0.0,27.166306,0.0,0.0,58.521889999999985,250.561214296,0.0,0.0,0.0,27.166306,0.0,0.0,58.521889999999985,250.561214296,0.0,0.0,0.0,27.166306,0.0,0.0,58.521889999999985,250.561214296,3634.185061576048,138.13061921850652,0.0,0.0,0.0,0.0,0.0,0.0
80,2.57,Valsad,2021,1,90.84691349892844,2.0,85.16764458699409,29.340120257151998,1.0,2.0,79.81946835725267,221.55,703.8908394496099,7.0,173.70453614761487,28.271592452559137,0.0,6.0,84.11046997391993,173.37755101285714,715.7022680480179,6.0,261.5439573162345,27.254092717459528,0.0,3.0,85.69265321179995,160.5642857,582.819279003444,5.0,225.6642204306521,27.530920001628097,3.0,2.0,77.54399052465689,184.46785715,2665.4593670496456,79.81946835725267,19900.114944009107,0.0,19505.815971476753,0.0,16045.550945650382,232.63197157397067
81,2.76,Navsari,2021,1,97.26082547880692,2.0,90.32862841444272,30.297833491235107,0.0,1.0,78.12489841411536,233.93571425,0.0,0.0,0.0,27.364470000000004,0.0,0.0,63.706565999999995,247.99189561538464,0.0,0.0,0.0,27.364470000000004,0.0,0.0,63.706565999999995,247.99189561538464,0.0,0.0,0.0,27.364470000000004,0.0,0.0,63.706565999999995,247.99189561538464,2946.792295576969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2.92,Valsad,2022,1,9.797657867507137,1.0,7.585996949333969,30.54870626452103,1.0,2.0,66.76434106654648,272.33571429999995,0.0,0.0,0.0,27.323836999999994,0.0,0.0,54.001385,250.4087912076923,0.0,0.0,0.0,27.323836999999994,0.0,0.0,54.001385,250.4087912076923,0.0,0.0,0.0,27.323836999999994,0.0,0.0,54.001385,250.4087912076923,299.305772274749,66.76434106654648,0.0,0.0,0.0,0.0,0.0,0.0
83,1.02,Narmada,2020,1,59.9439686456119,1.0,58.41996944275736,30.30758695629381,2.0,1.0,67.4043034552291,226.67857145,298.90704365320374,7.0,69.90076343759489,28.715876709955506,6.0,2.0,81.94944262447166,178.95102041428572,769.4163975478286,6.0,325.1198299423018,27.186885611521348,1.0,1.0,87.63978487234813,135.45238095,210.0070901533556,4.0,100.99034717582752,28.000878431074465,6.0,0.0,72.74343381051891,198.14285715,1816.7570422322326,134.8086069104582,8583.377813282686,491.69665574682995,20918.035587761653,87.63978487234813,5880.383001047805,436.4606028631134
84,0.85,Narmada,2018,1,1.0311166460690178,0.0,0.928004981462116,32.515828515705735,2.0,2.0,62.23376165470559,281.91428575,766.8414496815285,7.0,311.7065621066641,27.944231482448792,4.0,1.0,83.07342752110819,145.80816326285714,275.4112561650347,6.0,109.8139228063504,26.59259632564785,0.0,0.0,84.87444963635001,145.35238096666666,41.34777750736761,2.0,34.33618431409829,27.951889954694984,7.0,0.0,65.99364327809144,225.68214285,33.527612043269826,124.46752330941118,21428.79498023724,332.29371008443275,7323.9003587363595,0.0,1155.748526757152,461.9555029466401
85,2.32,Valsad,2019,1,0.0,0.0,0.0,30.181680912939633,1.0,2.0,74.8385608736779,287.8857143,1141.4768750195149,7.0,604.6737391109648,28.18865565487825,1.0,4.0,84.10307323225437,161.92040816285711,1102.6073368293094,6.0,479.84158622614166,26.905000877646035,0.0,5.0,87.41789875584273,128.7928571316667,525.3578881511756,7.0,235.14162117110817,27.556573290512084,1.0,1.0,80.35264563647591,172.1750000175,0.0,74.8385608736779,32176.698567931602,84.10307323225437,29665.651365091526,0.0,14477.063148586521,80.35264563647591
86,0.85,Narmada,2018,1,0.8572988497005416,0.0,0.7715689647304875,32.43448267850871,2.0,2.0,61.19473237520862,281.91428575,637.5731545222928,7.0,259.1614422644737,27.87432254859926,4.0,1.0,81.68646775445437,145.80816326285714,228.9845227550147,6.0,91.3023274931077,26.526068818581326,0.0,0.0,83.45742074546196,145.35238096666666,34.37768387299172,2.0,28.54805169502804,27.88196186141249,7.0,0.0,64.89184056195384,225.68214285,27.806044690917656,122.38946475041725,17771.91975748231,326.7458710178175,6074.059208989522,0.0,958.5172706304502,454.2428839336769
87,1.0,Narmada,2019,1,0.0,0.0,0.0,32.901134329288226,2.0,2.0,58.94961310016349,298.4642857,342.61038398945993,6.0,116.70337692753624,29.052214797459378,6.0,3.0,79.5879804931493,172.01020406571428,1037.6174069301715,6.0,535.3172924426879,26.66208329119294,0.0,0.0,89.34023245709595,114.82142857333332,355.23190908036895,7.0,98.04547027140976,27.063606376506293,1.0,0.0,79.94866195063156,165.85714286125,0.0,117.89922620032698,9953.590467501828,477.5278829588958,27665.041727963868,0.0,9613.856559725977,79.94866195063156
88,2.76,Navsari,2021,1,101.5974104343276,2.0,94.35612632129777,30.344110965143173,1.0,1.0,79.74605965684677,233.93571425,0.0,0.0,0.0,27.406267,0.0,0.0,65.028534,247.99189561538464,0.0,0.0,0.0,27.406267,0.0,0.0,65.028534,247.99189561538464,0.0,0.0,0.0,27.406267,0.0,0.0,65.028534,247.99189561538464,3082.8830959904317,79.74605965684677,0.0,0.0,0.0,0.0,0.0,0.0
89,1.02,Narmada,2020,1,57.33354114788947,1.0,55.87590874582448,30.2754298911051,2.0,1.0,67.27467092247608,226.67857145,285.8903017916793,7.0,66.85673950804737,28.6854084869114,6.0,2.0,81.79183675569854,178.95102041428572,735.910012055876,6.0,310.96157910719705,27.1580396841254,1.0,1.0,87.47123528870799,135.45238095,200.8617450045551,4.0,96.59244051017308,27.9711688380822,6.0,0.0,72.60353301661377,198.14285715,1735.797605431717,134.54934184495215,8200.880089340699,490.75102053419124,19985.873311358682,87.47123528870799,5618.337782634225,435.6211980996826
90,2.56,Valsad,2017,1,182.9595791740694,2.0,145.65729112300875,30.143679410342447,2.0,1.0,78.05858943986237,213.1714286,926.7074758698277,7.0,331.29432282968764,28.08808041310143,1.0,6.0,86.16746200358546,160.40816327,548.7189618737885,6.0,317.5942872306428,27.62753638112811,0.0,5.0,85.65870593317494,179.41428571666665,280.84298308231445,4.0,222.37477913332316,28.42991437510456,5.0,3.0,75.99878918701593,210.33035713750002,5515.074899674315,156.11717887972475,26029.434101653973,86.16746200358546,15159.75308218294,0.0,7984.341961879138,379.99394593507964
91,2.17,Bharuch,2017,1,140.2503945475653,1.0,135.52214681042443,32.039591400569904,2.0,2.0,70.46990959527342,238.98571425,0.0,0.0,0.0,27.355812,0.0,0.0,56.313503,257.29340658461535,0.0,0.0,0.0,27.355812,0.0,0.0,56.313503,257.29340658461535,0.0,0.0,0.0,27.355812,0.0,0.0,56.313503,257.29340658461535,4493.565335072709,140.93981919054684,0.0,0.0,0.0,0.0,0.0,0.0
92,2.39,Bharuch,2020,1,96.63154352493412,1.0,96.34260678247291,31.232953632851807,2.0,2.0,68.04392072073699,238.8357143,0.0,0.0,0.0,27.179082999999995,0.0,0.0,57.65642499999999,250.561214296,0.0,0.0,0.0,27.179082999999995,0.0,0.0,57.65642499999999,250.561214296,0.0,0.0,0.0,27.179082999999995,0.0,0.0,57.65642499999999,250.561214296,3018.0885183851683,136.08784144147398,0.0,0.0,0.0,0.0,0.0,0.0
93,2.31,Navsari,2020,1,225.5913150221484,1.0,220.9399477021041,30.323853699826575,1.0,1.0,74.252431230556,226.9,0.0,0.0,0.0,27.316559999999996,0.0,0.0,62.05494999999999,249.92292856800003,0.0,0.0,0.0,27.316559999999996,0.0,0.0,62.05494999999999,249.92292856800003,0.0,0.0,0.0,27.316559999999996,0.0,0.0,62.05494999999999,249.92292856800003,6840.798032683117,74.252431230556,0.0,0.0,0.0,0.0,0.0,0.0
94,2.91,Navsari,2022,1,1.8613778393351803,0.0,1.3443284395198525,30.346072404506675,2.0,2.0,69.88891001344908,288.75714285000004,999.8701293628809,7.0,321.6047266851339,27.774508468602864,0.0,1.0,85.15690360491354,183.88775510428576,445.6965826408126,6.0,202.6833647276085,27.417880519152344,0.0,1.0,85.91124143477766,223.8095238,344.45831015697144,6.0,192.8594261311173,26.597939599481563,0.0,0.0,75.1478447662551,215.60000000000002,56.485506684609575,139.77782002689815,27770.901375492376,0.0,12220.055650640308,0.0,9161.881328094612,0.0
95,0.85,Narmada,2018,1,0.7102570586557657,0.0,0.6392313527901892,32.16918057424426,2.0,2.0,58.98689081800893,281.91428575,528.218174522293,7.0,214.710708831638,27.646320872099903,2.0,1.0,78.7393059454389,145.80816326285714,189.70966036695503,6.0,75.64237674683905,26.30909536026574,0.0,0.0,80.44636481586404,145.35238096666666,28.481308052096203,1.0,23.651560053236995,27.65389769815222,6.0,0.0,62.55061123134072,225.68214285,22.848387574028923,117.97378163601786,14603.289143318178,157.4786118908778,4991.089545357846,0.0,787.6191791822275,375.3036673880443
